AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,month,day
1.25,162923.49,2042.43,74185.34,48181.44,38514.28,21582.27,3918.17,13013.84,conventional,2017,GrandRapids,12,17
1.04,7053820.12,2218365.17,1811849.78,106001.28,2917603.89,1196963.03,1707643.76,12997.1,conventional,2018,West,1,21
0.87,979053.68,571522.5,102689.06,16968.44,287873.68,187139.46,87776.17,12958.05,conventional,2016,WestTexNewMexico,7,10
1.52,2739607.48,570308.79,901889.6,159959.25,1107449.84,775312.24,319204.76,12932.84,conventional,2017,GreatLakes,10,29
1.53,5262336.16,305718.69,3009076.65,22448.52,1925092.3,1272105.9,640105.84,12880.56,conventional,2017,Northeast,5,7
0.85,268010.32,62085.78,28664.77,213.23,177046.54,154944.24,9249.53,12852.77,conventional,2016,StLouis,8,7
1.16,261491.83,127608.67,41610.13,397,91876.03,68532.55,10508.48,12835,conventional,2016,NewOrleansMobile,7,24
0.91,1080238.02,546253.47,205087.04,40097.24,288800.27,267623.31,8348.85,12828.11,conventional,2016,DallasFtWorth,7,10
0.89,291490.49,176829.29,26539.09,557.45,87564.66,59274.56,15485.38,12804.72,conventional,2016,NewOrleansMobile,6,5
1.67,175861.5,1857.22,80672.38,34537.85,58794.05,39418.9,6580.28,12794.87,conventional,2017,GrandRapids,4,16
1.28,520496.36,250298.08,132336.77,164.45,137697.06,78153.46,46751.66,12791.94,conventional,2016,MiamiFtLauderdale,7,24
1.09,3780081.91,2009302.02,536981.39,6635.9,1227162.6,876737.08,337642.19,12783.33,conventional,2017,Southeast,2,26
0.73,6414263.17,3665847.47,870524,556972.27,1320919.43,1124849.63,183288.76,12781.04,conventional,2016,SouthCentral,4,10
0.97,6817643.13,2313258.79,1738562.93,137804.75,2628016.66,2009090.39,606174.1,12752.17,conventional,2016,West,7,3
1.35,2528597.22,480949.33,1062333.36,105335.31,879979.22,508417.95,358809.13,12752.14,conventional,2016,GreatLakes,10,23
1.43,539847.3,349940.7,66569.13,127.88,123209.59,51069.12,59391.58,12748.89,conventional,2017,MiamiFtLauderdale,6,25
1.04,3134752.64,380674.2,1675102.29,253978.78,824997.37,697812.88,114519.6,12664.89,conventional,2015,GreatLakes,3,8
1.29,339850.04,114942.57,39063.15,27664.07,158180.25,133047.25,12487.18,12645.82,conventional,2017,Detroit,7,30
1.37,831187.91,64925.62,489314.56,44218.72,232729.01,217648.42,2447.94,12632.65,conventional,2016,BaltimoreWashington,7,10
0.89,1153583.3,627217.28,228843.15,74763.08,222759.79,139198.33,70961.46,12600,conventional,2016,Houston,6,19
0.98,414532.49,162656.29,38374.42,38384.9,175116.88,160647.51,1915.84,12553.53,conventional,2016,Detroit,6,12
1.18,400047.47,89601.76,41375.29,26105.84,242964.58,216775.85,13655.21,12533.52,conventional,2018,Detroit,3,4
1.15,3574050.61,758183.5,1764210.85,263068.72,788587.54,641756.72,134308.54,12522.28,conventional,2015,GreatLakes,5,24
1.46,254982.52,2037.53,134403.02,68209.7,50332.27,30912.8,6939.54,12479.93,conventional,2017,GrandRapids,5,7
1.15,2092354.75,888108.56,501748.08,8144.54,694353.57,627934.12,53944.75,12474.7,conventional,2018,Plains,3,4
1.22,1693969.47,823545.19,462409.58,5248.8,402765.9,358451.47,31890.92,12423.51,conventional,2016,Plains,8,28
1.08,255499.7,83097.26,50545.78,59789.18,62067.48,48936.21,762.35,12368.92,conventional,2015,Detroit,12,27
1.1,286400.89,81617.68,60336.35,90271.45,54175.41,40779.28,1039.04,12357.09,conventional,2015,Detroit,10,4
1.52,505828.46,311873.22,66760.95,105.13,127089.16,51803.99,62943.5,12341.67,conventional,2017,MiamiFtLauderdale,6,18
0.87,2559002.86,1093072.84,925765.95,11009.71,529154.36,475718.48,41103.42,12332.46,conventional,2016,Plains,6,19
0.95,283922.91,163474.77,35055.89,495.77,84896.48,63204.33,9379.93,12312.22,conventional,2016,NewOrleansMobile,6,12
1.17,341532.31,143563.56,84546.81,129.52,113292.42,71803.27,29184.15,12305,conventional,2016,Orlando,7,10
1.68,234930.31,58131.6,35365.15,25800.11,115633.45,98010.75,5328.57,12294.13,conventional,2017,Detroit,9,3
1.17,376274.95,143891.95,101298.66,46.19,131038.15,87458.66,31340.05,12239.44,conventional,2016,Tampa,7,17
1.3,4525386.69,413430.69,2459409.32,7486.34,1645060.34,1357273.92,275551.97,12234.45,conventional,2018,Northeast,2,25
0.74,314847.96,61310,22958.74,663.38,229915.84,204560.07,13138.25,12217.52,conventional,2016,StLouis,7,10
1.22,353863.19,143082.31,97554.75,24.75,113201.38,71808.87,29197.51,12195,conventional,2016,Tampa,7,24
1.44,238211.13,73391.3,40214.51,26073.5,98531.82,80639.8,5789.02,12103,conventional,2017,Detroit,3,12
1.2,3446284,1997537,326446,12078,1110222,674139,423999,12084,conventional,2017,Southeast,11,19
1.11,361966.97,70416.79,33890.23,18889.7,238770.25,177738.87,48953.96,12077.42,conventional,2018,Detroit,2,18
1.17,348318.4,141751.9,90770.24,104.87,115691.39,72463.28,31198.11,12030,conventional,2016,Orlando,7,17
1.24,566889.77,277354.34,142734.5,151.43,146649.5,87649.94,46987.06,12012.5,conventional,2016,MiamiFtLauderdale,7,10
1.12,5054856.62,2956740.05,410652.92,18500.63,1668963.02,1016239.81,640717.65,12005.56,conventional,2018,Southeast,3,4
1.46,1718325.16,669232.81,557504.83,11639.77,479947.75,430060.41,37912.23,11975.11,conventional,2017,Plains,7,30
1.2,3151714,667193.97,1478975.82,280464.92,725079.29,593192.94,119920.22,11966.13,conventional,2015,GreatLakes,5,31
0.67,1885401.44,855815.37,340887.07,6655.47,682043.53,583353.2,86725.24,11965.09,conventional,2018,DallasFtWorth,2,4
0.94,255732.97,75714.25,23532.47,439.63,156046.62,132587.08,11498.2,11961.34,conventional,2016,StLouis,7,24
1.07,311270.6,82084.73,46507.12,20143.65,162535.1,147195.14,3389.57,11950.39,conventional,2017,Detroit,2,19
1.33,1894833.35,874405.39,415178.47,7813.52,597435.97,535679.03,49821.03,11935.91,conventional,2017,Plains,5,14
1.03,28012520.93,12626615.3,9783489.59,845653.52,4756762.52,4096226.46,648632,11904.06,conventional,2015,TotalUS,2,15
1.17,251336.74,84318.99,49927.69,74327.91,42762.15,30131.74,727.93,11902.48,conventional,2015,Detroit,10,25
0.9,276002.68,160040.82,30195.68,443.13,85323.05,59560.4,13862.65,11900,conventional,2017,NewOrleansMobile,2,12
0.82,6236078.55,3652516.49,1003811.64,15092.69,1564657.73,1379670.23,173092.74,11894.76,conventional,2016,SouthCentral,9,11
1.32,304000.24,99924.49,29648.99,23558.08,150868.68,133119.35,5877.48,11871.85,conventional,2017,Detroit,8,27
0.9,5040365.47,1833946.59,1760956.02,232755.85,1212707.01,1090140.07,110737.35,11829.59,conventional,2015,California,12,27
1.31,2136102.71,958508.87,499135.71,11013.14,667444.99,620312.74,35312.21,11820.04,conventional,2017,Plains,6,4
0.95,495155.82,214237.95,98513.1,116503.88,65900.89,53494.15,591.25,11815.49,conventional,2015,Detroit,5,17
1.12,3511185.14,604782.48,1744519.06,346867.18,815016.42,683334.7,119899.69,11782.03,conventional,2015,GreatLakes,6,14
1.39,3503236.08,1956787.44,445304.19,3585.35,1097559.1,726576.46,359238.87,11743.77,conventional,2017,Southeast,4,23
1.22,5318554.52,364721.28,3542626.1,6184.77,1405022.37,1101807.62,291485.87,11728.88,conventional,2018,Northeast,3,4
0.86,2664926.82,1198630.18,861839.11,18180.72,586276.81,500461.05,74091.16,11724.6,conventional,2016,Plains,5,8
1.4,175969.31,3261.54,64300.91,35087.55,73319.31,55491.01,6112.96,11715.34,conventional,2018,GrandRapids,3,18
0.94,290555.59,3935.71,205006.57,43866.57,37746.74,23628.97,2405.92,11711.85,conventional,2016,GrandRapids,2,7
1.3,404634.09,189016.02,79763.1,2567.22,133287.75,87105.14,34472.61,11710,conventional,2017,SouthCarolina,6,11
0.96,5936122.03,2225055.28,1469462.62,76489.85,2165114.28,1183057.63,970382.43,11674.22,conventional,2017,West,12,10
1.4,2517672.23,399216.44,1126801.36,111904.83,879749.6,593425.23,274655.06,11669.31,conventional,2016,GreatLakes,10,16
1.43,550195.13,371243.58,67379.1,239.94,111332.51,44355.87,55317.47,11659.17,conventional,2017,MiamiFtLauderdale,7,9
1.36,252110.25,155348.21,27177.19,345.91,69238.94,46750.78,10833.16,11655,conventional,2017,NewOrleansMobile,5,21
1.05,5007523.13,1786351.75,1225289.22,80134.21,1915747.95,1083960.19,820156.22,11631.54,conventional,2017,West,12,17
0.93,1009667.15,77301.31,656386.69,162054.24,113924.91,80769.55,21615.36,11540,conventional,2016,Chicago,1,3
1.23,4454904.4,2489234.81,333310.56,18460.82,1613898.21,1117431.16,484934.57,11532.48,conventional,2018,Southeast,3,25
1.17,257472.31,88573.56,43702.48,78776.6,46419.67,33816.62,1081.83,11521.22,conventional,2015,Detroit,9,27
1.05,2064194.02,925668.48,529337.88,6259.33,602928.33,545116.32,46315.29,11496.72,conventional,2017,Plains,1,15
0.83,5972493.77,1996852.58,2060439.93,122763.34,1792437.92,1080985.7,699956.7,11495.52,conventional,2015,West,11,15
1.23,4082887.98,2267185.54,315802.19,16241.89,1483658.36,996473.57,475690.59,11494.2,conventional,2018,Southeast,2,18
0.74,6207638.5,4020198.09,957479.68,23685.51,1206275.22,1066264.87,128528.14,11482.21,conventional,2017,SouthCentral,1,22
1.07,5278752.32,2993709.42,397715.46,17560.86,1869766.58,1246650.93,611691.39,11424.26,conventional,2018,Southeast,3,18
1.84,231672.3,56672.38,29720.64,23010.55,122268.73,101940.75,8905.77,11422.21,conventional,2017,Detroit,9,17
1.25,3135330.32,709218.57,1150144.86,24776.61,1251190.28,1015372.21,224403.31,11414.76,conventional,2018,Midsouth,2,18
1.06,291978.06,149481.91,41307.31,335,100853.84,79378.63,10060.49,11414.72,conventional,2016,NewOrleansMobile,7,10
0.8,2326942.14,976982.58,455203.42,86202.11,808554.03,722787.61,74359.03,11407.39,conventional,2015,LosAngeles,12,27
1.24,3349766.24,786103.03,1219846.07,25950.6,1317866.54,1104688,201778.2,11400.34,conventional,2018,Midsouth,2,25
1.38,844337.61,63050.59,501970.38,50114.65,229201.99,214851.77,2969.08,11381.14,conventional,2016,BaltimoreWashington,7,3
1.36,222712.89,112346.71,27293.53,501.91,82570.74,54473.06,16752.68,11345,conventional,2016,NewOrleansMobile,10,16
1,1872378.56,886184,507777.03,19359.4,459058.13,402410.37,45353.77,11293.99,conventional,2016,Plains,4,10
1.8,251097.79,60774.27,32685.75,23392.18,134245.59,113843.97,9150.17,11251.45,conventional,2017,Detroit,9,10
1.02,676032.04,187313.19,289208.53,47421.48,152088.84,128164.01,12679.63,11245.2,conventional,2016,DallasFtWorth,1,24
0.76,5584114.56,3146435.87,1023317.43,18795.24,1395566.02,1039669.75,344663.64,11232.63,conventional,2016,SouthCentral,12,4
1,319391.58,109542.32,48135.67,46048.82,115664.77,97920.55,6527.68,11216.54,conventional,2016,Detroit,5,1
1.03,3048518.15,593674.17,1251696.43,134247.97,1068899.58,767092.05,290596.83,11210.7,conventional,2016,GreatLakes,12,11
1.1,5239198.71,2984665.37,403000.78,18332.57,1833199.99,1211466.26,610537.41,11196.32,conventional,2018,Southeast,3,11
0.71,776404.39,451904.51,141599.36,15486.97,167413.55,123158.22,33065.33,11190,conventional,2015,WestTexNewMexico,12,27
1.4,343076.46,207541.44,33999.04,126.06,101409.92,58274.75,31959.89,11175.28,conventional,2017,Orlando,7,9
1.83,509215.79,37926.13,311085.71,90495.41,69708.54,58004.41,530.52,11173.61,conventional,2016,Chicago,10,2
1.71,149479.58,1890.37,71916.37,25542.69,50130.15,32426.3,6541.93,11161.92,conventional,2017,GrandRapids,3,26
0.81,5735627.03,2836077.92,1756468.7,373209.85,769870.56,621920.46,136801.89,11148.21,conventional,2016,SouthCentral,1,17
1.34,3194059.94,1801086.94,298601.36,10159.03,1084212.61,767422.68,305652.13,11137.8,conventional,2017,Southeast,11,5
1.23,6724196.61,624600.42,4684187.02,375904.92,1039504.25,943595.66,84785.68,11122.91,conventional,2017,Northeast,2,5
1.25,249117.51,37155.26,99016.77,207.3,112738.18,100384.09,1258.61,11095.48,conventional,2016,HarrisburgScranton,7,17
1.03,797993.91,432573.44,85761.86,17101.34,262557.27,169487.86,81989.41,11080,conventional,2016,WestTexNewMexico,7,24
1.1,3067638.32,416900.3,1818618.04,316856.73,515263.25,412976.97,91214.54,11071.74,conventional,2015,GreatLakes,1,11
0.97,383170.95,117593.23,42026.91,24897.12,198653.69,184674.65,2917.35,11061.69,conventional,2017,Detroit,3,5
0.97,454278.32,238794.08,98795.35,250.15,116438.74,52416.59,52961.59,11060.56,conventional,2016,Orlando,6,19
1.07,341289.98,136799.68,56896.42,80145.92,67447.96,54938.34,1471.57,11038.05,conventional,2015,Detroit,8,9
1.09,336982.39,143927.73,51351.12,79770.33,61933.21,49676.97,1237.68,11018.56,conventional,2015,Detroit,9,6
1.47,730875.32,50831.98,400287.93,32758.16,246997.25,233727.43,2257.55,11012.27,conventional,2016,BaltimoreWashington,7,17
1.82,234792.97,61575.52,32561.28,24622.65,116033.52,100643.36,4399.41,10990.75,conventional,2017,Detroit,9,24
0.71,6953488.71,3400699.04,1559296.24,398632.2,1594861.23,1215673.04,368204.58,10983.61,conventional,2016,SouthCentral,5,1
1.57,1327763.45,71450.18,859372.14,3388.19,393552.94,368995.87,13580.41,10976.66,conventional,2017,NewYork,7,16
1.23,523993.71,273538.26,50236.52,354.25,199864.68,131064.06,57827.85,10972.77,conventional,2017,Atlanta,5,28
1.18,244913.97,126047.18,32908.26,447.79,85510.74,58161.71,16384.03,10965,conventional,2016,NewOrleansMobile,9,18
1.2,303559.52,43145.57,124463.71,42699.88,93250.36,80207.55,2107.81,10935,conventional,2016,RaleighGreensboro,7,10
1.2,3554252.13,823140.05,1320402.53,27046.92,1383662.63,1172483.78,200264.2,10914.65,conventional,2018,Midsouth,3,4
1.13,909650.62,371071.3,438456.28,15021.97,85101.07,73349.82,844.31,10906.94,conventional,2017,SanFrancisco,1,29
0.98,497270.56,234054.37,127730.8,111.83,135373.56,68955.92,55517.64,10900,conventional,2016,Tampa,6,19
1.27,2840526.38,684458.46,1180365.78,96330.92,879371.22,774039.71,94491.42,10840.09,conventional,2016,Midsouth,8,21
1.56,1277419.69,59767.3,821262.42,2432.16,393957.81,358318.64,24812.03,10827.14,conventional,2017,NewYork,8,6
1.15,359346.63,141565.52,92115.84,93.56,125571.71,87917.71,26862.89,10791.11,conventional,2016,Tampa,7,10
1.1,5116876.57,1773530.98,1202037.28,89973.68,2051334.63,1124779.76,915774.05,10780.82,conventional,2017,West,12,24
1.46,295788.03,60299.3,42596.28,33427.76,159464.69,144672.71,4014.98,10777,conventional,2017,Detroit,4,23
1.25,233898.8,114410.24,41719.96,401.91,77366.69,49871.41,16720.28,10775,conventional,2016,NewOrleansMobile,10,9
1.23,287688.42,41551.5,129783.55,762.14,115591.23,103961.69,867.73,10761.81,conventional,2016,HarrisburgScranton,7,3
1.45,323653.24,211134.84,42947.5,137.48,69433.42,21337.25,37338.39,10757.78,conventional,2017,Tampa,7,9
0.94,4695737.21,1676601.43,1543280.76,266689.82,1209165.2,1061703.58,136747.1,10714.52,conventional,2015,California,12,20
1.6,4289149.75,286828.17,2806975.81,14226.06,1181119.71,986234.23,184172.2,10713.28,conventional,2017,Northeast,4,30
1.17,5303260.4,2926795.58,860801.06,11576.49,1504087.27,1125461.97,367930.21,10695.09,conventional,2017,SouthCentral,8,27
1.16,528297.88,248095.78,56275.22,109.99,223816.89,136027.87,77103.34,10685.68,conventional,2017,Atlanta,7,2
1.24,4677784.49,2610726.8,799483.48,11103.09,1256471.12,925948.98,319844.34,10677.8,conventional,2017,SouthCentral,9,3
1.79,158876.02,2308.29,64251.02,34921.76,57394.95,40421.03,6310.56,10663.36,conventional,2017,GrandRapids,6,11
1.25,515183.39,253093.31,125026.64,114.92,136948.52,80129.25,46177.6,10641.67,conventional,2016,MiamiFtLauderdale,8,7
1.51,284715.12,64658.67,48429.11,33629.99,137997.35,123525.69,3833.22,10638.44,conventional,2017,Detroit,4,9
0.73,7730431.28,2315175.35,2856102.41,257268.16,2301885.36,1950428.5,340852.13,10604.73,conventional,2016,California,1,3
0.85,1182841.54,555561.07,242491.36,110457.58,274331.53,92784.25,170943.95,10603.33,conventional,2016,Houston,6,5
1.28,413263.16,179977.91,86915.73,2600.47,143769.05,94511.45,38696.11,10561.49,conventional,2017,SouthCarolina,7,2
1.06,5412866.59,2733435.14,1013579.35,9937.85,1655914.25,962288.29,683111.22,10514.74,conventional,2017,SouthCentral,8,20
1.03,184060.51,45178.55,23409.71,167.07,115305.18,98022.8,6778.23,10504.15,conventional,2016,StLouis,8,21
1.18,333568.95,143186.79,76177.69,94.86,114109.61,68453.99,35165.62,10490,conventional,2016,Orlando,6,26
0.97,5141310.45,3028127.72,399356.06,16907.18,1696919.49,1077827.17,608625.73,10466.59,conventional,2018,Southeast,2,11
0.95,7516415.07,4492704.7,625805.92,17920.43,2379984.02,1405622.59,963895.82,10465.61,conventional,2018,Southeast,2,4
1.31,4112725.9,371846.83,2539306.99,6573.57,1194998.51,976712.55,207823.43,10462.53,conventional,2018,Northeast,2,18
1.03,445350.61,110697.8,44186.84,40589.56,249876.41,225833.42,13583.47,10459.52,conventional,2017,Detroit,5,14
1.23,4302561.08,2378306.98,346795.18,16966.25,1560492.67,1104205.56,445832.46,10454.65,conventional,2018,Southeast,2,25
1.23,311068.54,136835.25,76895.26,50.3,97287.73,57317.02,29525.43,10445.28,conventional,2016,Tampa,6,12
1.04,348557.33,127403.87,45533,38082.17,137538.29,122656.94,4439.52,10441.83,conventional,2016,Detroit,5,29
1.24,5694136.21,565852.47,3782154.05,14275.87,1331853.82,1134698.11,186733.68,10422.03,conventional,2018,Northeast,2,11
1.22,336366.84,145903.25,92078.03,142.03,98243.53,53516.79,34306.74,10420,conventional,2016,Orlando,7,24
0.85,2149872.45,870581.1,396515.66,96111.9,786663.79,681332.22,94921.87,10409.7,conventional,2015,LosAngeles,12,20
1.48,324983.09,64498.25,50224.27,37837.43,172423.14,150695.49,11326.73,10400.92,conventional,2017,Detroit,4,30
1.83,1335461.36,51740.89,834879.59,3267.53,445573.35,345141.25,90033.49,10398.61,conventional,2017,NewYork,6,4
1.2,492836.43,269328.71,49177.93,145.33,174184.46,94081.93,69712.53,10390,conventional,2017,Atlanta,6,18
1.3,2900751.48,680835.87,1274555.63,119737.55,825622.43,718727.95,96534.22,10360.26,conventional,2016,Midsouth,8,7
1.11,2791515.27,466186.32,1327455.76,146478.91,851394.28,629888.17,211183,10323.11,conventional,2016,GreatLakes,12,18
